"Year","LGA","Offence","Rate","Type"
2017,"WODONGA","Harassment and private nuisance",12.2,"FV"
2017,"WODONGA","Harassment and private nuisance",9.8,"Non-FV"
2017,"WODONGA","Threatening behaviour",98,"FV"
2017,"WODONGA","Threatening behaviour",53.9,"Non-FV"
2017,"WYNDHAM","Serious assault",102.2,"FV"
2017,"WYNDHAM","Serious assault",98.9,"Non-FV"
2017,"WYNDHAM","Common assault",199.5,"FV"
2017,"WYNDHAM","Common assault",98.5,"Non-FV"
2017,"WYNDHAM","Stalking",17.4,"FV"
2017,"WYNDHAM","Stalking",10.8,"Non-FV"
2017,"WYNDHAM","Harassment and private nuisance",26.5,"FV"
2017,"WYNDHAM","Harassment and private nuisance",9.1,"Non-FV"
2017,"WYNDHAM","Threatening behaviour",65,"FV"
2017,"WYNDHAM","Threatening behaviour",23.2,"Non-FV"
2017,"YARRA","Serious assault",121.7,"FV"
2017,"YARRA","Serious assault",306.9,"Non-FV"
2017,"YARRA","Common assault",143.9,"FV"
2017,"YARRA","Common assault",240.2,"Non-FV"
2017,"YARRA","Stalking",15.9,"FV"
2017,"YARRA","Stalking",29.6,"Non-FV"
2017,"YARRA","Harassment and private nuisance",14.8,"FV"
2017,"YARRA","Harassment and private nuisance",14.8,"Non-FV"
2017,"YARRA","Threatening behaviour",36,"FV"
2017,"YARRA","Threatening behaviour",85.7,"Non-FV"
2017,"YARRA RANGES","Serious assault",97,"FV"
2017,"YARRA RANGES","Serious assault",79.1,"Non-FV"
2017,"YARRA RANGES","Common assault",168.5,"FV"
2017,"YARRA RANGES","Common assault",81,"Non-FV"
2017,"YARRA RANGES","Stalking",26.2,"FV"
2017,"YARRA RANGES","Stalking",18.5,"Non-FV"
2017,"YARRA RANGES","Harassment and private nuisance",17.9,"FV"
2017,"YARRA RANGES","Harassment and private nuisance",12.1,"Non-FV"
2017,"YARRA RANGES","Threatening behaviour",30.6,"FV"
2017,"YARRA RANGES","Threatening behaviour",28.1,"Non-FV"
2016,"BALLARAT","Serious assault",137.2,"FV"
2016,"BALLARAT","Serious assault",140.1,"Non-FV"
2016,"BALLARAT","Common assault",332.4,"FV"
2016,"BALLARAT","Common assault",222.2,"Non-FV"
2016,"BALLARAT","Stalking",16.4,"FV"
2016,"BALLARAT","Stalking",10.6,"Non-FV"
2016,"BALLARAT","Harassment and private nuisance",11.6,"FV"
2016,"BALLARAT","Harassment and private nuisance",4.8,"Non-FV"
2016,"BALLARAT","Threatening behaviour",37.7,"FV"
2016,"BALLARAT","Threatening behaviour",44.4,"Non-FV"
2016,"PYRENEES","Serious assault",109.3,"FV"
2016,"PYRENEES","Serious assault",123,"Non-FV"
2016,"PYRENEES","Common assault",355.4,"FV"
2016,"PYRENEES","Common assault",82,"Non-FV"
2016,"PYRENEES","Stalking",27.3,"FV"
2016,"PYRENEES","Harassment and private nuisance",54.7,"FV"
2016,"PYRENEES","Threatening behaviour",82,"FV"
2016,"BANYULE","Serious assault",134.2,"FV"
2016,"BANYULE","Serious assault",95.7,"Non-FV"
2016,"BANYULE","Common assault",164,"FV"
2016,"BANYULE","Common assault",99.6,"Non-FV"
2016,"BANYULE","Stalking",13.3,"FV"
2016,"BANYULE","Stalking",12.6,"Non-FV"
2016,"BANYULE","Harassment and private nuisance",25.1,"FV"
2016,"BANYULE","Harassment and private nuisance",10.2,"Non-FV"
2016,"BANYULE","Threatening behaviour",58.1,"FV"
2016,"BANYULE","Threatening behaviour",49.4,"Non-FV"
2016,"NILLUMBIK","Serious assault",70.1,"FV"
2016,"NILLUMBIK","Serious assault",56.1,"Non-FV"
2016,"NILLUMBIK","Common assault",107.5,"FV"
2016,"NILLUMBIK","Common assault",59.2,"Non-FV"
2016,"NILLUMBIK","Stalking",14,"FV"
2016,"NILLUMBIK","Stalking",10.9,"Non-FV"
2016,"NILLUMBIK","Harassment and private nuisance",20.3,"FV"
2016,"NILLUMBIK","Harassment and private nuisance",9.3,"Non-FV"
2016,"NILLUMBIK","Threatening behaviour",29.6,"FV"
2016,"NILLUMBIK","Threatening behaviour",26.5,"Non-FV"
2016,"BASS COAST","Serious assault",218.1,"FV"
2016,"BASS COAST","Serious assault",173.3,"Non-FV"
2016,"BASS COAST","Common assault",388.5,"FV"
2016,"BASS COAST","Common assault",152.4,"Non-FV"
2016,"BASS COAST","Stalking",77.7,"FV"
2016,"BASS COAST","Stalking",23.9,"Non-FV"
2016,"BASS COAST","Harassment and private nuisance",50.8,"FV"
2016,"BASS COAST","Harassment and private nuisance",12,"Non-FV"
2016,"BASS COAST","Threatening behaviour",71.7,"FV"
2016,"BASS COAST","Threatening behaviour",56.8,"Non-FV"
2016,"SOUTH GIPPSLAND","Serious assault",147.7,"FV"
2016,"SOUTH GIPPSLAND","Serious assault",89.3,"Non-FV"
2016,"SOUTH GIPPSLAND","Common assault",212.9,"FV"
2016,"SOUTH GIPPSLAND","Common assault",113.3,"Non-FV"
2016,"SOUTH GIPPSLAND","Stalking",20.6,"FV"
2016,"SOUTH GIPPSLAND","Stalking",13.7,"Non-FV"
2016,"SOUTH GIPPSLAND","Harassment and private nuisance",17.2,"FV"
2016,"SOUTH GIPPSLAND","Harassment and private nuisance",13.7,"Non-FV"
2016,"SOUTH GIPPSLAND","Threatening behaviour",79,"FV"
2016,"SOUTH GIPPSLAND","Threatening behaviour",58.4,"Non-FV"
2016,"BAW BAW","Serious assault",190.7,"FV"
2016,"BAW BAW","Serious assault",160.3,"Non-FV"
2016,"BAW BAW","Common assault",245.5,"FV"
2016,"BAW BAW","Common assault",103.5,"Non-FV"
2016,"BAW BAW","Stalking",56.8,"FV"
2016,"BAW BAW","Stalking",24.3,"Non-FV"
2016,"BAW BAW","Harassment and private nuisance",44.6,"FV"
2016,"BAW BAW","Harassment and private nuisance",8.1,"Non-FV"
2016,"BAW BAW","Threatening behaviour",97.4,"FV"
2016,"BAW BAW","Threatening behaviour",58.8,"Non-FV"
2016,"BENALLA","Serious assault",250.3,"FV"
2016,"BENALLA","Serious assault",264.6,"Non-FV"
2016,"BENALLA","Common assault",493.5,"FV"
2016,"BENALLA","Common assault",314.7,"Non-FV"
2016,"BENALLA","Stalking",7.2,"FV"
2016,"BENALLA","Stalking",14.3,"Non-FV"
2016,"BENALLA","Harassment and private nuisance",28.6,"FV"
2016,"BENALLA","Harassment and private nuisance",21.5,"Non-FV"
2016,"BENALLA","Threatening behaviour",135.9,"FV"
2016,"BENALLA","Threatening behaviour",57.2,"Non-FV"
2016,"MANSFIELD","Serious assault",126.8,"FV"
2016,"MANSFIELD","Serious assault",115.3,"Non-FV"
2016,"MANSFIELD","Common assault",126.8,"FV"
2016,"MANSFIELD","Common assault",115.3,"Non-FV"
2016,"MANSFIELD","Stalking",23.1,"FV"
2016,"MANSFIELD","Stalking",11.5,"Non-FV"
2016,"MANSFIELD","Harassment and private nuisance",23.1,"FV"
2016,"MANSFIELD","Harassment and private nuisance",23.1,"Non-FV"
2016,"MANSFIELD","Threatening behaviour",92.2,"FV"
2016,"MANSFIELD","Threatening behaviour",46.1,"Non-FV"
2016,"MURRINDINDI","Serious assault",71.2,"FV"
2016,"MURRINDINDI","Serious assault",121,"Non-FV"
2016,"MURRINDINDI","Common assault",256.2,"FV"
2016,"MURRINDINDI","Common assault",92.5,"Non-FV"
2016,"MURRINDINDI","Stalking",7.1,"FV"
2016,"MURRINDINDI","Stalking",7.1,"Non-FV"
2016,"MURRINDINDI","Harassment and private nuisance",7.1,"Non-FV"
2016,"MURRINDINDI","Threatening behaviour",28.5,"FV"
2016,"MURRINDINDI","Threatening behaviour",106.7,"Non-FV"
2016,"GREATER BENDIGO","Serious assault",121.1,"FV"
2016,"GREATER BENDIGO","Serious assault",110.5,"Non-FV"
2016,"GREATER BENDIGO","Common assault",212,"FV"
2016,"GREATER BENDIGO","Common assault",180.8,"Non-FV"
2016,"GREATER BENDIGO","Stalking",12.5,"FV"
2016,"GREATER BENDIGO","Stalking",18.7,"Non-FV"
2016,"GREATER BENDIGO","Harassment and private nuisance",162.1,"FV"
2016,"GREATER BENDIGO","Harassment and private nuisance",13.4,"Non-FV"
2016,"GREATER BENDIGO","Threatening behaviour",62.4,"FV"
2016,"GREATER BENDIGO","Threatening behaviour",49,"Non-FV"
2016,"BOROONDARA","Serious assault",36.1,"FV"
2016,"BOROONDARA","Serious assault",38.4,"Non-FV"
2016,"BOROONDARA","Common assault",88,"FV"
2016,"BOROONDARA","Common assault",50.2,"Non-FV"
2016,"BOROONDARA","Stalking",9.6,"FV"
2016,"BOROONDARA","Stalking",16.4,"Non-FV"
2016,"BOROONDARA","Harassment and private nuisance",6.2,"FV"
2016,"BOROONDARA","Harassment and private nuisance",7.3,"Non-FV"
2016,"BOROONDARA","Threatening behaviour",18.6,"FV"
2016,"BOROONDARA","Threatening behaviour",18.6,"Non-FV"
2016,"BRIMBANK","Serious assault",173.4,"FV"
2016,"BRIMBANK","Serious assault",133.2,"Non-FV"
2016,"BRIMBANK","Common assault",264.9,"FV"
2016,"BRIMBANK","Common assault",132.7,"Non-FV"
2016,"BRIMBANK","Stalking",12.7,"FV"
2016,"BRIMBANK","Stalking",9.3,"Non-FV"
2016,"BRIMBANK","Harassment and private nuisance",18.6,"FV"
2016,"BRIMBANK","Harassment and private nuisance",16.2,"Non-FV"
2016,"BRIMBANK","Threatening behaviour",90.6,"FV"
2016,"BRIMBANK","Threatening behaviour",40.6,"Non-FV"
2016,"CAMPASPE","Serious assault",250,"FV"
2016,"CAMPASPE","Serious assault",175.6,"Non-FV"
2016,"CAMPASPE","Common assault",271.3,"FV"
2016,"CAMPASPE","Common assault",156.9,"Non-FV"
2016,"CAMPASPE","Stalking",26.6,"FV"
2016,"CAMPASPE","Stalking",10.6,"Non-FV"
2016,"CAMPASPE","Harassment and private nuisance",29.3,"FV"
2016,"CAMPASPE","Harassment and private nuisance",8,"Non-FV"
2016,"CAMPASPE","Threatening behaviour",175.6,"FV"
2016,"CAMPASPE","Threatening behaviour",50.5,"Non-FV"
2016,"CARDINIA","Serious assault",117.9,"FV"
2016,"CARDINIA","Serious assault",74.8,"Non-FV"
2016,"CARDINIA","Common assault",334.1,"FV"
2016,"CARDINIA","Common assault",94.3,"Non-FV"
2016,"CARDINIA","Stalking",29.7,"FV"
2016,"CARDINIA","Stalking",24.6,"Non-FV"
2016,"CARDINIA","Harassment and private nuisance",14.3,"FV"
2016,"CARDINIA","Harassment and private nuisance",12.3,"Non-FV"
2016,"CARDINIA","Threatening behaviour",66.6,"FV"
2016,"CARDINIA","Threatening behaviour",31.8,"Non-FV"
2016,"CASEY","Serious assault",131.7,"FV"
2016,"CASEY","Serious assault",76.7,"Non-FV"
2016,"CASEY","Common assault",347.8,"FV"
2016,"CASEY","Common assault",113.2,"Non-FV"
2016,"CASEY","Stalking",31.7,"FV"
2016,"CASEY","Stalking",17.3,"Non-FV"
2016,"CASEY","Harassment and private nuisance",50.5,"FV"
2016,"CASEY","Harassment and private nuisance",16.9,"Non-FV"
2016,"CASEY","Threatening behaviour",87.6,"FV"
2016,"CASEY","Threatening behaviour",48.6,"Non-FV"
2016,"CENTRAL GOLDFIELDS","Serious assault",359.1,"FV"
2016,"CENTRAL GOLDFIELDS","Serious assault",145.2,"Non-FV"
2016,"CENTRAL GOLDFIELDS","Common assault",374.4,"FV"
2016,"CENTRAL GOLDFIELDS","Common assault",145.2,"Non-FV"
2016,"CENTRAL GOLDFIELDS","Stalking",30.6,"FV"
2016,"CENTRAL GOLDFIELDS","Stalking",15.3,"Non-FV"
2016,"CENTRAL GOLDFIELDS","Harassment and private nuisance",168.1,"FV"
2016,"CENTRAL GOLDFIELDS","Harassment and private nuisance",15.3,"Non-FV"
2016,"CENTRAL GOLDFIELDS","Threatening behaviour",99.3,"FV"
2016,"CENTRAL GOLDFIELDS","Threatening behaviour",45.8,"Non-FV"
2016,"LODDON","Serious assault",172,"FV"
2016,"LODDON","Serious assault",185.2,"Non-FV"
2016,"LODDON","Common assault",172,"FV"
2016,"LODDON","Common assault",383.7,"Non-FV"
2016,"LODDON","Stalking",13.2,"Non-FV"
2016,"LODDON","Harassment and private nuisance",39.7,"FV"
2016,"LODDON","Harassment and private nuisance",13.2,"Non-FV"
2016,"LODDON","Threatening behaviour",66.2,"FV"
2016,"LODDON","Threatening behaviour",66.2,"Non-FV"
2016,"MOUNT ALEXANDER","Serious assault",73.3,"FV"
2016,"MOUNT ALEXANDER","Serious assault",78.5,"Non-FV"
2016,"MOUNT ALEXANDER","Common assault",157.1,"FV"
2016,"MOUNT ALEXANDER","Common assault",130.9,"Non-FV"
2016,"MOUNT ALEXANDER","Stalking",15.7,"FV"
2016,"MOUNT ALEXANDER","Harassment and private nuisance",5.2,"FV"
2016,"MOUNT ALEXANDER","Harassment and private nuisance",5.2,"Non-FV"
2016,"MOUNT ALEXANDER","Threatening behaviour",68.1,"FV"
2016,"MOUNT ALEXANDER","Threatening behaviour",52.4,"Non-FV"
2016,"DAREBIN","Serious assault",130.2,"FV"
2016,"DAREBIN","Serious assault",130.2,"Non-FV"
2016,"DAREBIN","Common assault",135.4,"FV"
2016,"DAREBIN","Common assault",114.1,"Non-FV"
2016,"DAREBIN","Stalking",21.9,"FV"
2016,"DAREBIN","Stalking",19.3,"Non-FV"
2016,"DAREBIN","Harassment and private nuisance",17.4,"FV"
2016,"DAREBIN","Harassment and private nuisance",10.3,"Non-FV"
2016,"DAREBIN","Threatening behaviour",49,"FV"
2016,"DAREBIN","Threatening behaviour",57.4,"Non-FV"
2016,"EAST GIPPSLAND","Serious assault",278.5,"FV"
2016,"EAST GIPPSLAND","Serious assault",208.3,"Non-FV"
2016,"EAST GIPPSLAND","Common assault",434.2,"FV"
2016,"EAST GIPPSLAND","Common assault",179.8,"Non-FV"
2016,"EAST GIPPSLAND","Stalking",11,"FV"
2016,"EAST GIPPSLAND","Stalking",30.7,"Non-FV"
2016,"EAST GIPPSLAND","Harassment and private nuisance",30.7,"FV"
2016,"EAST GIPPSLAND","Harassment and private nuisance",28.5,"Non-FV"
2016,"EAST GIPPSLAND","Threatening behaviour",92.1,"FV"
2016,"EAST GIPPSLAND","Threatening behaviour",76.8,"Non-FV"
2016,"FRANKSTON","Serious assault",171.3,"FV"
2016,"FRANKSTON","Serious assault",151.3,"Non-FV"
2016,"FRANKSTON","Common assault",305.4,"FV"
2016,"FRANKSTON","Common assault",177.1,"Non-FV"
2016,"FRANKSTON","Stalking",17.2,"FV"
2016,"FRANKSTON","Stalking",18.6,"Non-FV"
2016,"FRANKSTON","Harassment and private nuisance",19.4,"FV"
2016,"FRANKSTON","Harassment and private nuisance",12.2,"Non-FV"
2016,"FRANKSTON","Threatening behaviour",78.9,"FV"
2016,"FRANKSTON","Threatening behaviour",60.2,"Non-FV"
2016,"GREATER GEELONG","Serious assault",149.9,"FV"
2016,"GREATER GEELONG","Serious assault",123.6,"Non-FV"
2016,"GREATER GEELONG","Common assault",176.6,"FV"
2016,"GREATER GEELONG","Common assault",120.7,"Non-FV"
2016,"GREATER GEELONG","Stalking",15.9,"FV"
2016,"GREATER GEELONG","Stalking",11.7,"Non-FV"
2016,"GREATER GEELONG","Harassment and private nuisance",16.3,"FV"
2016,"GREATER GEELONG","Harassment and private nuisance",12.5,"Non-FV"
2016,"GREATER GEELONG","Threatening behaviour",70.6,"FV"
2016,"GREATER GEELONG","Threatening behaviour",56.8,"Non-FV"
2016,"QUEENSCLIFFE","Serious assault",34.1,"FV"
2016,"QUEENSCLIFFE","Serious assault",102.4,"Non-FV"
2016,"QUEENSCLIFFE","Common assault",34.1,"FV"
2016,"QUEENSCLIFFE","Common assault",68.3,"Non-FV"
2016,"QUEENSCLIFFE","Threatening behaviour",34.1,"Non-FV"
2016,"BAYSIDE","Serious assault",66.1,"FV"
2016,"BAYSIDE","Serious assault",51.5,"Non-FV"
2016,"BAYSIDE","Common assault",112.7,"FV"
2016,"BAYSIDE","Common assault",57.3,"Non-FV"
2016,"BAYSIDE","Stalking",8.7,"FV"
2016,"BAYSIDE","Stalking",35,"Non-FV"
2016,"BAYSIDE","Harassment and private nuisance",10.7,"FV"
2016,"BAYSIDE","Harassment and private nuisance",11.7,"Non-FV"
2016,"BAYSIDE","Threatening behaviour",14.6,"FV"
2016,"BAYSIDE","Threatening behaviour",24.3,"Non-FV"
2016,"GLEN EIRA","Serious assault",58.6,"FV"
2016,"GLEN EIRA","Serious assault",61.9,"Non-FV"
2016,"GLEN EIRA","Common assault",122.5,"FV"
2016,"GLEN EIRA","Common assault",88.2,"Non-FV"
2016,"GLEN EIRA","Stalking",5.4,"FV"
2016,"GLEN EIRA","Stalking",14.1,"Non-FV"
2016,"GLEN EIRA","Harassment and private nuisance",7.4,"FV"
2016,"GLEN EIRA","Harassment and private nuisance",10.1,"Non-FV"
2016,"GLEN EIRA","Threatening behaviour",18.2,"FV"
2016,"GLEN EIRA","Threatening behaviour",22.9,"Non-FV"
2016,"GREATER DANDENONG","Serious assault",149.2,"FV"
2016,"GREATER DANDENONG","Serious assault",162.9,"Non-FV"
2016,"GREATER DANDENONG","Common assault",411.3,"FV"
2016,"GREATER DANDENONG","Common assault",235.3,"Non-FV"
2016,"GREATER DANDENONG","Stalking",53.1,"FV"
2016,"GREATER DANDENONG","Stalking",40.6,"Non-FV"
2016,"GREATER DANDENONG","Harassment and private nuisance",51.8,"FV"
2016,"GREATER DANDENONG","Harassment and private nuisance",15.6,"Non-FV"
2016,"GREATER DANDENONG","Threatening behaviour",136.7,"FV"
2016,"GREATER DANDENONG","Threatening behaviour",80.5,"Non-FV"
2016,"HOBSONS BAY","Serious assault",145.5,"FV"
2016,"HOBSONS BAY","Serious assault",115.6,"Non-FV"
2016,"HOBSONS BAY","Common assault",176.6,"FV"
2016,"HOBSONS BAY","Common assault",91,"Non-FV"
2016,"HOBSONS BAY","Stalking",23.5,"FV"
2016,"HOBSONS BAY","Stalking",13.9,"Non-FV"
2016,"HOBSONS BAY","Harassment and private nuisance",30,"FV"
2016,"HOBSONS BAY","Harassment and private nuisance",4.3,"Non-FV"
2016,"HOBSONS BAY","Threatening behaviour",61,"FV"
2016,"HOBSONS BAY","Threatening behaviour",30,"Non-FV"
2016,"HINDMARSH","Serious assault",293.9,"FV"
2016,"HINDMARSH","Serious assault",103.7,"Non-FV"
2016,"HINDMARSH","Common assault",397.6,"FV"
2016,"HINDMARSH","Common assault",86.4,"Non-FV"
2016,"HINDMARSH","Harassment and private nuisance",17.3,"FV"
2016,"HINDMARSH","Harassment and private nuisance",17.3,"Non-FV"
2016,"HINDMARSH","Threatening behaviour",121,"FV"
2016,"HINDMARSH","Threatening behaviour",242,"Non-FV"
2016,"HORSHAM","Serious assault",402.3,"FV"
2016,"HORSHAM","Serious assault",487.8,"Non-FV"
2016,"HORSHAM","Common assault",362.1,"FV"
2016,"HORSHAM","Common assault",347,"Non-FV"
2016,"HORSHAM","Stalking",40.2,"FV"
2016,"HORSHAM","Stalking",15.1,"Non-FV"
2016,"HORSHAM","Harassment and private nuisance",35.2,"FV"
2016,"HORSHAM","Harassment and private nuisance",40.2,"Non-FV"
2016,"HORSHAM","Threatening behaviour",115.7,"FV"
2016,"HORSHAM","Threatening behaviour",181.1,"Non-FV"
2016,"WEST WIMMERA","Serious assault",50.8,"FV"
2016,"WEST WIMMERA","Serious assault",101.6,"Non-FV"
2016,"WEST WIMMERA","Common assault",76.2,"FV"
2016,"WEST WIMMERA","Common assault",127,"Non-FV"
2016,"WEST WIMMERA","Stalking",50.8,"Non-FV"
2016,"WEST WIMMERA","Harassment and private nuisance",25.4,"FV"
2016,"WEST WIMMERA","Harassment and private nuisance",177.8,"Non-FV"
2016,"WEST WIMMERA","Threatening behaviour",127,"FV"
2016,"WEST WIMMERA","Threatening behaviour",101.6,"Non-FV"
2016,"HUME","Serious assault",217.3,"FV"
2016,"HUME","Serious assault",162.3,"Non-FV"
2016,"HUME","Common assault",238.1,"FV"
2016,"HUME","Common assault",132.3,"Non-FV"
2016,"HUME","Stalking",43,"FV"
2016,"HUME","Stalking",16.4,"Non-FV"
2016,"HUME","Harassment and private nuisance",51.2,"FV"
2016,"HUME","Harassment and private nuisance",12.6,"Non-FV"
2016,"HUME","Threatening behaviour",124.6,"FV"
2016,"HUME","Threatening behaviour",59.4,"Non-FV"
2016,"KINGSTON","Serious assault",87.5,"FV"
2016,"KINGSTON","Serious assault",75.5,"Non-FV"
2016,"KINGSTON","Common assault",157.3,"FV"
2016,"KINGSTON","Common assault",99.4,"Non-FV"
2016,"KINGSTON","Stalking",20.8,"FV"
2016,"KINGSTON","Stalking",15.7,"Non-FV"
2016,"KINGSTON","Harassment and private nuisance",28.3,"FV"
2016,"KINGSTON","Harassment and private nuisance",7.5,"Non-FV"
2016,"KINGSTON","Threatening behaviour",42.2,"FV"
2016,"KINGSTON","Threatening behaviour",34,"Non-FV"
2016,"KNOX","Serious assault",109.1,"FV"
2016,"KNOX","Serious assault",84.2,"Non-FV"
2016,"KNOX","Common assault",157.8,"FV"
2016,"KNOX","Common assault",88.6,"Non-FV"
2016,"KNOX","Stalking",15.6,"FV"
2016,"KNOX","Stalking",13.1,"Non-FV"
2016,"KNOX","Harassment and private nuisance",21.8,"FV"
2016,"KNOX","Harassment and private nuisance",24.9,"Non-FV"
2016,"KNOX","Threatening behaviour",36.8,"FV"
2016,"KNOX","Threatening behaviour",39.9,"Non-FV"
2016,"LATROBE","Serious assault",542.7,"FV"
2016,"LATROBE","Serious assault",440.9,"Non-FV"
2016,"LATROBE","Common assault",656.6,"FV"
2016,"LATROBE","Common assault",296.2,"Non-FV"
2016,"LATROBE","Stalking",135.3,"FV"
2016,"LATROBE","Stalking",54.9,"Non-FV"
2016,"LATROBE","Harassment and private nuisance",138,"FV"
2016,"LATROBE","Harassment and private nuisance",41.5,"Non-FV"
2016,"LATROBE","Threatening behaviour",238.5,"FV"
2016,"LATROBE","Threatening behaviour",150.1,"Non-FV"
2016,"MACEDON RANGES","Serious assault",82.1,"FV"
2016,"MACEDON RANGES","Serious assault",59,"Non-FV"
2016,"MACEDON RANGES","Common assault",124.3,"FV"
2016,"MACEDON RANGES","Common assault",63.2,"Non-FV"
2016,"MACEDON RANGES","Stalking",16.8,"FV"
2016,"MACEDON RANGES","Stalking",16.8,"Non-FV"
2016,"MACEDON RANGES","Harassment and private nuisance",23.2,"FV"
2016,"MACEDON RANGES","Harassment and private nuisance",10.5,"Non-FV"
2016,"MACEDON RANGES","Threatening behaviour",29.5,"FV"
2016,"MACEDON RANGES","Threatening behaviour",33.7,"Non-FV"
2016,"MANNINGHAM","Serious assault",71.8,"FV"
2016,"MANNINGHAM","Serious assault",36.7,"Non-FV"
2016,"MANNINGHAM","Common assault",122.4,"FV"
2016,"MANNINGHAM","Common assault",67.7,"Non-FV"
2016,"MANNINGHAM","Stalking",19.6,"FV"
2016,"MANNINGHAM","Stalking",11.4,"Non-FV"
2016,"MANNINGHAM","Harassment and private nuisance",9.8,"FV"
2016,"MANNINGHAM","Harassment and private nuisance",9,"Non-FV"
2016,"MANNINGHAM","Threatening behaviour",42.4,"FV"
2016,"MANNINGHAM","Threatening behaviour",35.1,"Non-FV"
2016,"MARIBYRNONG","Serious assault",111.6,"FV"
2016,"MARIBYRNONG","Serious assault",178.3,"Non-FV"
2016,"MARIBYRNONG","Common assault",128.8,"FV"
2016,"MARIBYRNONG","Common assault",151.8,"Non-FV"
2016,"MARIBYRNONG","Stalking",24.2,"FV"
2016,"MARIBYRNONG","Stalking",17.3,"Non-FV"
2016,"MARIBYRNONG","Harassment and private nuisance",9.2,"FV"
2016,"MARIBYRNONG","Harassment and private nuisance",10.4,"Non-FV"
2016,"MARIBYRNONG","Threatening behaviour",51.8,"FV"
2016,"MARIBYRNONG","Threatening behaviour",49.5,"Non-FV"
2016,"MAROONDAH","Serious assault",108.9,"FV"
2016,"MAROONDAH","Serious assault",126.3,"Non-FV"
2016,"MAROONDAH","Common assault",179.4,"FV"
2016,"MAROONDAH","Common assault",119.3,"Non-FV"
2016,"MAROONDAH","Stalking",17.4,"FV"
2016,"MAROONDAH","Stalking",12.2,"Non-FV"
2016,"MAROONDAH","Harassment and private nuisance",16.6,"FV"
2016,"MAROONDAH","Harassment and private nuisance",26.1,"Non-FV"
2016,"MAROONDAH","Threatening behaviour",52.3,"FV"
2016,"MAROONDAH","Threatening behaviour",34.8,"Non-FV"
2016,"MELBOURNE","Serious assault",143.1,"FV"
2016,"MELBOURNE","Serious assault",607.8,"Non-FV"
2016,"MELBOURNE","Common assault",207.4,"FV"
2016,"MELBOURNE","Common assault",679.7,"Non-FV"
2016,"MELBOURNE","Stalking",44.5,"FV"
2016,"MELBOURNE","Stalking",40.4,"Non-FV"
2016,"MELBOURNE","Harassment and private nuisance",23.3,"FV"
2016,"MELBOURNE","Harassment and private nuisance",37,"Non-FV"
2016,"MELBOURNE","Threatening behaviour",63.7,"FV"
2016,"MELBOURNE","Threatening behaviour",134.8,"Non-FV"
2016,"MELTON","Serious assault",235.5,"FV"
2016,"MELTON","Serious assault",119.5,"Non-FV"
2016,"MELTON","Common assault",254.6,"FV"
2016,"MELTON","Common assault",89.8,"Non-FV"
2016,"MELTON","Stalking",26.9,"FV"
2016,"MELTON","Stalking",16.3,"Non-FV"
2016,"MELTON","Harassment and private nuisance",35.4,"FV"
2016,"MELTON","Harassment and private nuisance",9.9,"Non-FV"
2016,"MELTON","Threatening behaviour",88.4,"FV"
2016,"MELTON","Threatening behaviour",36.8,"Non-FV"
2016,"MERRI-BEK","Serious assault",130.6,"FV"
2016,"MERRI-BEK","Serious assault",117.8,"Non-FV"
2016,"MERRI-BEK","Common assault",161.9,"FV"
2016,"MERRI-BEK","Common assault",132.3,"Non-FV"
2016,"MERRI-BEK","Stalking",25,"FV"
2016,"MERRI-BEK","Stalking",15.7,"Non-FV"
2016,"MERRI-BEK","Harassment and private nuisance",12.8,"FV"
2016,"MERRI-BEK","Harassment and private nuisance",9.9,"Non-FV"
2016,"MERRI-BEK","Threatening behaviour",61.5,"FV"
2016,"MERRI-BEK","Threatening behaviour",48.2,"Non-FV"
2016,"MILDURA","Serious assault",305.5,"FV"
2016,"MILDURA","Serious assault",170.1,"Non-FV"
2016,"MILDURA","Common assault",569,"FV"
2016,"MILDURA","Common assault",212.2,"Non-FV"
2016,"MILDURA","Stalking",25.6,"FV"
2016,"MILDURA","Stalking",27.4,"Non-FV"
2016,"MILDURA","Harassment and private nuisance",36.6,"FV"
2016,"MILDURA","Harassment and private nuisance",5.5,"Non-FV"
2016,"MILDURA","Threatening behaviour",107.9,"FV"
2016,"MILDURA","Threatening behaviour",71.4,"Non-FV"
2016,"MITCHELL","Serious assault",313.4,"FV"
2016,"MITCHELL","Serious assault",229.7,"Non-FV"
2016,"MITCHELL","Common assault",466.6,"FV"
2016,"MITCHELL","Common assault",193.8,"Non-FV"
2016,"MITCHELL","Stalking",28.7,"FV"
2016,"MITCHELL","Stalking",43.1,"Non-FV"
2016,"MITCHELL","Harassment and private nuisance",167.5,"FV"
2016,"MITCHELL","Harassment and private nuisance",50.2,"Non-FV"
2016,"MITCHELL","Threatening behaviour",141.2,"FV"
2016,"MITCHELL","Threatening behaviour",114.8,"Non-FV"
2016,"STRATHBOGIE","Serious assault",212.4,"FV"
2016,"STRATHBOGIE","Serious assault",106.2,"Non-FV"
2016,"STRATHBOGIE","Common assault",164.1,"FV"
2016,"STRATHBOGIE","Common assault",57.9,"Non-FV"
2016,"STRATHBOGIE","Stalking",9.7,"Non-FV"
2016,"STRATHBOGIE","Harassment and private nuisance",67.6,"FV"
2016,"STRATHBOGIE","Harassment and private nuisance",19.3,"Non-FV"
2016,"STRATHBOGIE","Threatening behaviour",77.2,"FV"
